     91, 005B, -2.466276
     81, 0051, -2.524927
     75, 004B, -2.560117
     74, 004A, -2.565982
     84, 0054, -2.507331
    105, 0069, -2.384164
    128, 0080, -2.249267
    135, 0087, -2.208211
    117, 0075, -2.313783
    104, 0068, -2.390029
    113, 0071, -2.337243
    118, 0076, -2.307918
    116, 0074, -2.319648
    112, 0070, -2.343108
    109, 006D, -2.360704
    107, 006B, -2.372434
    118, 0076, -2.307918
    136, 0088, -2.202346
    153, 0099, -2.102639
    164, 00A4, -2.038123
    176, 00B0, -1.967742
    170, 00AA, -2.002933
    153, 0099, -2.102639
    140, 008C, -2.178886
    139, 008B, -2.184751
    151, 0097, -2.114369
    162, 00A2, -2.049853
    161, 00A1, -2.055718
    155, 009B, -2.090909
    148, 0094, -2.131965
    145, 0091, -2.149560
    152, 0098, -2.108504
    149, 0095, -2.126100
    139, 008B, -2.184751
    130, 0082, -2.237537
    117, 0075, -2.313783
    103, 0067, -2.395895
     76, 004C, -2.554252
     48, 0030, -2.718475
     25, 0019, -2.853372
     13, 000D, -2.923754
     12, 000C, -2.929619
      9, 0009, -2.947214
      9, 0009, -2.947214
      3, 0003, -2.982405
     -1, FFFF, -3.005865
     -1, FFFF, -3.005865
     16, 0010, -2.906158
     26, 001A, -2.847507
     25, 0019, -2.853372
     20, 0014, -2.882698
     13, 000D, -2.923754
     12, 000C, -2.929619
     18, 0012, -2.894428
     16, 0010, -2.906158
      7, 0007, -2.958944
      2, 0002, -2.988270
      7, 0007, -2.958944
     12, 000C, -2.929619
      4, 0004, -2.976540
     -8, FFF8, -3.046921
     -6, FFFA, -3.035191
      1, 0001, -2.994135
     -1, FFFF, -3.005865
      3, 0003, -2.982405
      0, 0000, -3.000000
    -10, FFF6, -3.058651
    -13, FFF3, -3.076246
    -14, FFF2, -3.082111
    -22, FFEA, -3.129032
    -27, FFE5, -3.158358
    -22, FFEA, -3.129032
    -12, FFF4, -3.070381
     -2, FFFE, -3.011730
      1, 0001, -2.994135
      2, 0002, -2.988270
      6, 0006, -2.964809
      3, 0003, -2.982405
     -8, FFF8, -3.046921
    -22, FFEA, -3.129032
    -29, FFE3, -3.170088
    -36, FFDC, -3.211144
    -44, FFD4, -3.258065
    -51, FFCD, -3.299120
    -52, FFCC, -3.304985
    -51, FFCD, -3.299120
    -42, FFD6, -3.246334
    -37, FFDB, -3.217009
    -29, FFE3, -3.170088
    -23, FFE9, -3.134897
    -14, FFF2, -3.082111
     -9, FFF7, -3.052786
     -5, FFFB, -3.029325
      6, 0006, -2.964809
     24, 0018, -2.859237
     50, 0032, -2.706745
     55, 0037, -2.677419
     40, 0028, -2.765396
     32, 0020, -2.812317
     28, 001C, -2.835777
     21, 0015, -2.876833
     12, 000C, -2.929619
      8, 0008, -2.953079
      8, 0008, -2.953079
     13, 000D, -2.923754
     23, 0017, -2.865103
     13, 000D, -2.923754
      8, 0008, -2.953079
     21, 0015, -2.876833
     20, 0014, -2.882698
     -3, FFFD, -3.017595
    -23, FFE9, -3.134897
    -21, FFEB, -3.123167
    -10, FFF6, -3.058651
     -3, FFFD, -3.017595
     -8, FFF8, -3.046921
    -22, FFEA, -3.129032
