
1540338310.600:  AA AA 04 80 02 06 87 F0
1540338310.600:  AA AA 04 80 02 06 44 33
1540338310.601:  AA AA 04 80 02 06 05 72
1540338310.602:  AA AA 04 80 02 05 CD AB
1540338310.603:  AA AA 04 80 02 05 98 E0
1540338310.604:  AA AA 04 80 02 FF CC B2
1540338310.605:  AA AA 04 80 02 F8 00 85
1540338310.606:  AA AA 04 80 02 FB 0E 74
1540338310.607:  AA AA 04 80 02 06 B9 BE
1540338310.626:  AA AA 04 80 02 06 6A 0D
1540338310.626:  AA AA 04 80 02 06 2A 4D
1540338310.627:  AA AA 04 80 02 05 F0 88
1540338310.628:  AA AA 04 80 02 05 B8 C0
1540338310.629:  AA AA 04 80 02 05 88 F0
1540338310.629:  AA AA 04 80 02 F8 00 85
1540338310.630:  AA AA 04 80 02 F8 00 85
1540338310.631:  AA AA 04 80 02 06 DB 9C
1540338310.632:  AA AA 04 80 02 06 95 E2
1540338310.632:  AA AA 04 80 02 06 51 26
1540338310.633:  AA AA 04 80 02 06 12 65
1540338310.634:  AA AA 04 80 02 05 D8 A0
1540338310.634:  AA AA 04 80 02 05 A2 D6
1540338310.635:  AA AA 04 80 02 03 47 33
1540338310.636:  AA AA 04 80 02 F8 00 85
1540338310.637:  AA AA 04 80 02 F8 00 85
1540338310.637:  AA AA 04 80 02 06 C4 B3
1540338310.638:  AA AA 04 80 02 06 73 04
1540338310.639:  AA AA 04 80 02 06 33 44
1540338310.639:  AA AA 04 80 02 05 F7 81
1540338310.665:  AA AA 04 80 02 05 BD BB
1540338310.665:  AA AA 04 80 02 05 8D EB
1540338310.666:  AA AA 04 80 02 F8 00 85
1540338310.667:  AA AA 04 80 02 F8 00 85
1540338310.667:  AA AA 04 80 02 05 A8 D0
1540338310.668:  AA AA 04 80 02 06 98 DF
1540338310.669:  AA AA 04 80 02 06 51 26
1540338310.669:  AA AA 04 80 02 06 13 64
1540338310.670:  AA AA 04 80 02 05 D8 A0
1540338310.671:  AA AA 04 80 02 05 A3 D5
1540338310.672:  AA AA 04 80 02 05 09 6F
1540338310.673:  AA AA 04 80 02 F8 00 85
1540338310.673:  AA AA 04 80 02 F8 00 85
1540338310.674:  AA AA 04 80 02 06 C8 AF
1540338310.675:  AA AA 04 80 02 06 76 01
1540338310.676:  AA AA 04 80 02 06 36 41
1540338310.677:  AA AA 04 80 02 05 F6 82
1540338310.677:  AA AA 04 80 02 05 BD BB
1540338310.678:  AA AA 04 80 02 05 8B ED
1540338310.679:  AA AA 04 80 02 F9 E6 9E
1540338310.702:  AA AA 04 80 02 F8 00 85
1540338310.703:  AA AA 04 80 02 01 CD AF
1540338310.704:  AA AA 04 80 02 06 A0 D7
1540338310.705:  AA AA 04 80 02 06 55 22
1540338310.706:  AA AA 04 80 02 06 18 5F
1540338310.706:  AA AA 04 80 02 05 DC 9C
1540338310.707:  AA AA 04 80 02 05 A7 D1
1540338310.709:  AA AA 04 80 02 05 79 FF
1540338310.710:  AA AA 04 80 02 F8 00 85
1540338310.710:  AA AA 04 80 02 F8 00 85
1540338310.711:  AA AA 04 80 02 06 D8 9F
1540338310.712:  AA AA 04 80 02 06 81 F6
1540338310.713:  AA AA 04 80 02 06 3C 3B
1540338310.714:  AA AA 04 80 02 05 FC 7C
1540338310.715:  AA AA 04 80 02 05 C5 B3
1540338310.716:  AA AA 04 80 02 05 92 E6
1540338310.717:  AA AA 04 80 02 FE 15 6A
1540338310.718:  AA AA 04 80 02 F8 00 85
1540338310.719:  AA AA 04 80 02 FC FE 83
1540338310.720:  AA AA 04 80 02 06 B1 C6
1540338310.743:  AA AA 04 80 02 06 65 12
1540338310.744:  AA AA 04 80 02 06 23 54
1540338310.745:  AA AA 04 80 02 05 E8 90
1540338310.746:  AA AA 04 80 02 05 B2 C6
1540338310.747:  AA AA 04 80 02 05 85 F3
1540338310.748:  AA AA 04 80 02 F8 00 85
1540338310.748:  AA AA 04 80 02 F8 00 85
1540338310.749:  AA AA 04 80 02 06 E9 8E
1540338310.750:  AA AA 04 80 02 06 92 E5
1540338310.751:  AA AA 04 80 02 06 49 2E
1540338310.752:  AA AA 04 80 02 06 0B 6C
1540338310.753:  AA AA 04 80 02 05 D3 A5
1540338310.754:  AA AA 04 80 02 05 9D DB
1540338310.755:  AA AA 04 80 02 01 E0 9C
1540338310.756:  AA AA 04 80 02 F8 00 85
1540338310.757:  AA AA 04 80 02 F8 88 FD
1540338310.757:  AA AA 04 80 02 06 C4 B3
1540338310.758:  AA AA 04 80 02 06 75 02
1540338310.759:  AA AA 04 80 02 06 33 44
1540338310.760:  AA AA 04 80 02 05 F6 82
1540338310.781:  AA AA 04 80 02 05 BC BC
1540338310.781:  AA AA 04 80 02 05 90 E8
1540338310.782:  AA AA 04 80 02 F8 00 85
1540338310.783:  AA AA 04 80 02 F8 00 85
1540338310.784:  AA AA 04 80 02 06 5B 1C
1540338310.785:  AA AA 04 80 02 06 A0 D7
1540338310.786:  AA AA 04 80 02 06 55 22
1540338310.787:  AA AA 04 80 02 06 17 60
1540338310.788:  AA AA 04 80 02 05 DB 9D
1540338310.789:  AA AA 04 80 02 05 A6 D2
1540338310.790:  AA AA 04 80 02 04 6C 0D
1540338310.791:  AA AA 04 80 02 F8 00 85
1540338310.792:  AA AA 04 80 02 F8 00 85
1540338310.793:  AA AA 04 80 02 06 CC AB
1540338310.793:  AA AA 04 80 02 06 7A FD
1540338310.794:  AA AA 04 80 02 06 38 3F
1540338310.795:  AA AA 04 80 02 05 FA 7E
1540338310.796:  AA AA 04 80 02 05 C3 B5
1540338310.797:  AA AA 04 80 02 05 92 E6
1540338310.798:  AA AA 04 80 02 F8 00 85
1540338310.821:  AA AA 04 80 02 F8 00 85
1540338310.821:  AA AA 04 80 02 03 CC AE
1540338310.822:  AA AA 04 80 02 06 A0 D7
1540338310.823:  AA AA 04 80 02 06 57 20
1540338310.824:  AA AA 04 80 02 06 19 5E
1540338310.825:  AA AA 04 80 02 05 DC 9C
1540338310.826:  AA AA 04 80 02 05 A7 D1
1540338310.827:  AA AA 04 80 02 05 6A 0E
1540338310.827:  AA AA 04 80 02 F8 00 85
1540338310.828:  AA AA 04 80 02 F8 00 85
1540338310.829:  AA AA 04 80 02 06 D2 A5
1540338310.830:  AA AA 04 80 02 06 7C FB
1540338310.831:  AA AA 04 80 02 06 38 3F
1540338310.832:  AA AA 04 80 02 05 FA 7E
1540338310.833:  AA AA 04 80 02 05 C4 B4
1540338310.834:  AA AA 04 80 02 05 90 E8
1540338310.835:  AA AA 04 80 02 FC 71 10
1540338310.836:  AA AA 04 80 02 F8 00 85
1540338310.836:  AA AA 04 80 02 FF 2F 4F
1540338310.837:  AA AA 04 80 02 06 A6 D1
1540338310.861:  AA AA 04 80 02 06 5C 1B
1540338310.861:  AA AA 04 80 02 06 20 57
1540338310.863:  AA AA 04 80 02 05 E2 96
1540338310.864:  AA AA 04 80 02 05 AB CD
1540338310.865:  AA AA 04 80 02 05 81 F7
1540338310.866:  AA AA 04 80 02 F8 00 85
1540338310.866:  AA AA 04 80 02 F8 00 85
1540338310.867:  AA AA 04 80 02 06 E0 97
1540338310.868:  AA AA 04 80 02 06 86 F1
1540338310.869:  AA AA 04 80 02 06 43 34
1540338310.870:  AA AA 04 80 02 06 06 71
1540338310.870:  AA AA 04 80 02 05 CA AE
1540338310.871:  AA AA 04 80 02 05 96 E2
1540338310.872:  AA AA 04 80 02 00 50 2D
1540338310.872:  AA AA 04 80 02 F8 00 85
1540338310.873:  AA AA 04 80 02 FA 62 21
1540338310.874:  AA AA 04 80 02 06 B9 BE
1540338310.875:  AA AA 04 80 02 06 6A 0D
1540338310.875:  AA AA 04 80 02 06 2B 4C
1540338310.876:  AA AA 04 80 02 05 EE 8A
1540338310.898:  AA AA 04 80 02 05 B7 C1
1540338310.899:  AA AA 04 80 02 05 89 EF
1540338310.899:  AA AA 04 80 02 F8 00 85
1540338310.900:  AA AA 04 80 02 F8 00 85
1540338310.901:  AA AA 04 80 02 06 C6 B1
1540338310.901:  AA AA 04 80 02 06 96 E1
1540338310.902:  AA AA 04 80 02 06 51 26
1540338310.902:  AA AA 04 80 02 06 12 65
1540338310.903:  AA AA 04 80 02 05 D8 A0
1540338310.903:  AA AA 04 80 02 05 A3 D5
1540338310.904:  AA AA 04 80 02 03 A6 D4
1540338310.904:  AA AA 04 80 02 F8 00 85
1540338310.905:  AA AA 04 80 02 F8 00 85
1540338310.905:  AA AA 04 80 02 06 C8 AF
1540338310.906:  AA AA 04 80 02 06 76 01
1540338310.907:  AA AA 04 80 02 06 35 42
1540338310.907:  AA AA 04 80 02 05 F9 7F
1540338310.908:  AA AA 04 80 02 05 C1 B7
1540338310.908:  AA AA 04 80 02 05 90 E8
1540338310.909:  AA AA 04 80 02 F8 00 85
1540338310.936:  AA AA 04 80 02 F8 00 85
1540338310.936:  AA AA 04 80 02 04 E4 95
1540338310.937:  AA AA 04 80 02 06 9C DB
1540338310.938:  AA AA 04 80 02 06 56 21
1540338310.938:  AA AA 04 80 02 06 15 62
1540338310.939:  AA AA 04 80 02 05 DB 9D
1540338310.939:  AA AA 04 80 02 05 A4 D4
1540338310.940:  AA AA 04 80 02 05 39 3F
1540338310.940:  AA AA 04 80 02 F8 00 85
1540338310.941:  AA AA 04 80 02 F8 00 85
1540338310.942:  AA AA 04 80 02 06 CE A9
1540338310.943:  AA AA 04 80 02 06 7A FD
1540338310.944:  AA AA 04 80 02 06 39 3E
1540338310.945:  AA AA 04 80 02 05 FA 7E
1540338310.946:  AA AA 04 80 02 05 C3 B5
1540338310.947:  AA AA 04 80 02 05 90 E8
1540338310.948:  AA AA 04 80 02 FB 86 FC
1540338310.949:  AA AA 04 80 02 F8 00 85
1540338310.950:  AA AA 04 80 02 01 13 69
1540338310.950:  AA AA 04 80 02 06 9C DB
1540338310.977:  AA AA 04 80 02 06 53 24
1540338310.978:  AA AA 04 80 02 06 15 62
1540338310.979:  AA AA 04 80 02 05 D8 A0
1540338310.980:  AA AA 04 80 02 05 A1 D7
1540338310.981:  AA AA 04 80 02 05 76 02
1540338310.982:  AA AA 04 80 02 F8 00 85
1540338310.983:  AA AA 04 80 02 F8 00 85
1540338310.984:  AA AA 04 80 02 06 D0 A7
1540338310.984:  AA AA 04 80 02 06 78 FF
1540338310.985:  AA AA 04 80 02 06 35 42
1540338310.985:  AA AA 04 80 02 05 F7 81
1540338310.986:  AA AA 04 80 02 05 BD BB
1540338310.986:  AA AA 04 80 02 05 89 EF
1540338310.986:  AA AA 04 80 02 FF B5 C9
1540338310.986:  AA AA 04 80 02 F8 00 85
1540338310.986:  AA AA 04 80 02 FC 0F 72
1540338310.987:  AA AA 04 80 02 06 A4 D3
1540338310.987:  AA AA 04 80 02 06 58 1F
1540338310.987:  AA AA 04 80 02 06 19 5E
1540338310.987:  AA AA 04 80 02 05 DC 9C
1540338311.015:  AA AA 04 80 02 05 A7 D1
1540338311.015:  AA AA 04 80 02 05 78 00
1540338311.015:  AA AA 04 80 02 F8 00 85
1540338311.015:  AA AA 04 80 02 F8 00 85
1540338311.016:  AA AA 04 80 02 06 D1 A6
1540338311.016:  AA AA 04 80 02 06 84 F3
1540338311.016:  AA AA 04 80 02 06 40 37
1540338311.016:  AA AA 04 80 02 06 01 76
1540338311.016:  AA AA 04 80 02 05 C5 B3
1540338311.017:  AA AA 04 80 02 05 92 E6
1540338311.018:  AA AA 04 80 02 02 F0 8B
1540338311.019:  AA AA 04 80 02 F8 00 85
1540338311.019:  AA AA 04 80 02 F8 00 85
1540338311.019:  AA AA 04 80 02 06 B7 C0
1540338311.019:  AA AA 04 80 02 06 68 0F
1540338311.019:  AA AA 04 80 02 06 28 4F
1540338311.020:  AA AA 04 80 02 05 E9 8F
1540338311.020:  AA AA 04 80 02 05 B3 C5
1540338311.020:  AA AA 04 80 02 05 82 F6
1540338311.020:  AA AA 04 80 02 F8 00 85
1540338311.053:  AA AA 04 80 02 F8 00 85
1540338311.054:  AA AA 04 80 02 05 A2 D6
1540338311.054:  AA AA 04 80 02 06 88 EF
1540338311.054:  AA AA 04 80 02 06 43 34
1540338311.054:  AA AA 04 80 02 06 07 70
1540338311.054:  AA AA 04 80 02 05 C8 B0
1540338311.055:  AA AA 04 80 02 05 95 E3
1540338311.055:  AA AA 04 80 02 05 1A 5E
1540338311.055:  AA AA 04 80 02 F8 00 85
1540338311.055:  AA AA 04 80 02 F8 00 85
1540338311.057:  AA AA 04 80 02 06 B9 BE
1540338311.057:  AA AA 04 80 02 06 67 10
1540338311.058:  AA AA 04 80 02 06 28 4F
1540338311.058:  AA AA 04 80 02 05 E9 8F
1540338311.058:  AA AA 04 80 02 05 B1 C7
1540338311.058:  AA AA 04 80 02 05 7C FC
1540338311.058:  AA AA 04 80 02 FA E7 9C
1540338311.059:  AA AA 04 80 02 F8 00 85
1540338311.059:  AA AA 04 80 02 01 C7 B5
1540338311.059:  AA AA 04 80 02 06 8C EB
1540338311.091:  AA AA 04 80 02 06 44 33
1540338311.091:  AA AA 04 80 02 06 08 6F
1540338311.091:  AA AA 04 80 02 05 CA AE
1540338311.092:  AA AA 04 80 02 05 94 E4
1540338311.092:  AA AA 04 80 02 05 69 0F
1540338311.092:  AA AA 04 80 02 F8 00 85
1540338311.092:  AA AA 04 80 02 F8 00 85
1540338311.092:  AA AA 04 80 02 06 C1 B6
1540338311.093:  AA AA 04 80 02 06 69 0E
1540338311.093:  AA AA 04 80 02 06 2A 4D
1540338311.098:  AA AA 04 80 02 05 EB 8D
1540338311.099:  AA AA 04 80 02 05 B1 C7
1540338311.099:  AA AA 04 80 02 05 7C FC
1540338311.099:  AA AA 04 80 02 FE F6 89
1540338311.099:  AA AA 04 80 02 F8 00 85
1540338311.099:  AA AA 04 80 02 FC BF C2
1540338311.100:  AA AA 04 80 02 06 9A DD
1540338311.100:  AA AA 04 80 02 06 50 27
1540338311.100:  AA AA 04 80 02 06 13 64
1540338311.100:  AA AA 04 80 02 05 D3 A5
1540338311.134:  AA AA 04 80 02 05 9A DE
1540338311.134:  AA AA 04 80 02 05 70 08
1540338311.134:  AA AA 04 80 02 F8 00 85
1540338311.134:  AA AA 04 80 02 F8 00 85
1540338311.134:  AA AA 04 80 02 06 C7 B0
1540338311.134:  AA AA 04 80 02 06 6D 0A
1540338311.135:  AA AA 04 80 02 06 2C 4B
1540338311.135:  AA AA 04 80 02 05 F1 87
1540338311.135:  AA AA 04 80 02 05 B4 C4
1540338311.135:  AA AA 04 80 02 05 80 F8
1540338311.137:  AA AA 04 80 02 02 3A 41
1540338311.137:  AA AA 04 80 02 F8 00 85
1540338311.137:  AA AA 04 80 02 F8 2B 5A
1540338311.138:  AA AA 04 80 02 06 A8 CF
1540338311.138:  AA AA 04 80 02 06 5A 1D
1540338311.138:  AA AA 04 80 02 06 1D 5A
1540338311.138:  AA AA 04 80 02 05 E0 98
1540338311.138:  AA AA 04 80 02 05 A6 D2
1540338311.138:  AA AA 04 80 02 05 77 01
1540338311.138:  AA AA 04 80 02 F8 00 85
1540338311.171:  AA AA 04 80 02 F8 00 85
1540338311.171:  AA AA 04 80 02 06 64 13
1540338311.171:  AA AA 04 80 02 06 7C FB
1540338311.172:  AA AA 04 80 02 06 38 3F
1540338311.172:  AA AA 04 80 02 05 FA 7E
1540338311.172:  AA AA 04 80 02 05 C1 B7
1540338311.172:  AA AA 04 80 02 05 8A EE
1540338311.172:  AA AA 04 80 02 04 8B EE
1540338311.172:  AA AA 04 80 02 F8 00 85
1540338311.173:  AA AA 04 80 02 F8 00 85
1540338311.175:  AA AA 04 80 02 06 A9 CE
1540338311.175:  AA AA 04 80 02 06 5A 1D
1540338311.175:  AA AA 04 80 02 06 1B 5C
1540338311.175:  AA AA 04 80 02 05 DC 9C
1540338311.175:  AA AA 04 80 02 05 A4 D4
1540338311.175:  AA AA 04 80 02 05 75 03
1540338311.176:  AA AA 04 80 02 F8 00 85
1540338311.176:  AA AA 04 80 02 F8 00 85
1540338311.176:  AA AA 04 80 02 03 27 53
1540338311.176:  AA AA 04 80 02 06 98 DF
1540338311.210:  AA AA 04 80 02 06 52 25
1540338311.210:  AA AA 04 80 02 06 16 61
1540338311.210:  AA AA 04 80 02 05 D7 A1
1540338311.210:  AA AA 04 80 02 05 A1 D7
1540338311.211:  AA AA 04 80 02 05 4C 2C
1540338311.211:  AA AA 04 80 02 F8 00 85
1540338311.211:  AA AA 04 80 02 F8 00 85
1540338311.211:  AA AA 04 80 02 06 C8 AF
1540338311.211:  AA AA 04 80 02 06 75 02
1540338311.211:  AA AA 04 80 02 06 34 43
1540338311.216:  AA AA 04 80 02 05 F5 83
1540338311.216:  AA AA 04 80 02 05 BC BC
1540338311.216:  AA AA 04 80 02 05 8A EE
1540338311.217:  AA AA 04 80 02 FB ED 95
1540338311.217:  AA AA 04 80 02 F8 00 85
1540338311.217:  AA AA 04 80 02 00 33 4A
1540338311.217:  AA AA 04 80 02 06 9C DB
1540338311.217:  AA AA 04 80 02 06 53 24
1540338311.217:  AA AA 04 80 02 06 16 61
1540338311.218:  AA AA 04 80 02 05 D8 A0
1540338311.289:  AA AA 04 80 02 05 A4 D4
1540338311.289:  AA AA 04 80 02 05 77 01
1540338311.289:  AA AA 04 80 02 F8 00 85
1540338311.289:  AA AA 04 80 02 F8 00 85
1540338311.290:  AA AA 04 80 02 06 D9 9E
1540338311.290:  AA AA 04 80 02 06 81 F6
1540338311.290:  AA AA 04 80 02 06 3C 3B
1540338311.290:  AA AA 04 80 02 06 00 77
1540338311.291:  AA AA 04 80 02 05 C6 B2
1540338311.291:  AA AA 04 80 02 05 90 E8
1540338311.307:  AA AA 04 80 02 FF F3 8B
1540338311.307:  AA AA 04 80 02 F8 00 85
1540338311.308:  AA AA 04 80 02 FC F7 8A
1540338311.308:  AA AA 04 80 02 06 A1 D6
1540338311.308:  AA AA 04 80 02 06 56 21
1540338311.308:  AA AA 04 80 02 06 16 61
1540338311.309:  AA AA 04 80 02 05 D9 9F
1540338311.309:  AA AA 04 80 02 05 A5 D3
1540338311.309:  AA AA 04 80 02 05 76 02
1540338311.309:  AA AA 04 80 02 F8 00 85
1540338311.310:  AA AA 04 80 02 F8 00 85
1540338311.310:  AA AA 04 80 02 06 D4 A3
1540338311.310:  AA AA 04 80 02 06 7D FA
1540338311.310:  AA AA 04 80 02 06 3A 3D
1540338311.310:  AA AA 04 80 02 05 FC 7C
1540338311.311:  AA AA 04 80 02 05 C3 B5
1540338311.311:  AA AA 04 80 02 05 8D EB
1540338311.311:  AA AA 04 80 02 02 88 F3
1540338311.311:  AA AA 04 80 02 F8 00 85
1540338311.311:  AA AA 04 80 02 F8 00 85
1540338311.312:  AA AA 04 80 02 06 B6 C1
1540338311.312:  AA AA 04 80 02 06 68 0F
1540338311.313:  AA AA 04 80 02 06 27 50
1540338311.313:  AA AA 04 80 02 05 E9 8F
1540338311.313:  AA AA 04 80 02 05 B4 C4
1540338311.313:  AA AA 04 80 02 05 83 F5
1540338311.313:  AA AA 04 80 02 F8 00 85
1540338311.314:  AA AA 04 80 02 F8 00 85
1540338311.314:  AA AA 04 80 02 05 E9 8F
1540338311.314:  AA AA 04 80 02 06 98 DF
1540338311.315:  AA AA 04 80 02 06 52 25
1540338311.315:  AA AA 04 80 02 06 14 63
1540338311.315:  AA AA 04 80 02 05 D7 A1
1540338311.315:  AA AA 04 80 02 05 A3 D5
1540338311.315:  AA AA 04 80 02 04 BA BF
1540338311.315:  AA AA 04 80 02 F8 00 85
1540338311.316:  AA AA 04 80 02 F8 00 85
1540338311.316:  AA AA 04 80 02 06 C9 AE
1540338311.316:  AA AA 04 80 02 06 76 01
1540338311.316:  AA AA 04 80 02 06 35 42
1540338311.348:  AA AA 04 80 02 05 F7 81
1540338311.349:  AA AA 04 80 02 05 BD BB
1540338311.349:  AA AA 04 80 02 05 8C EC
1540338311.349:  AA AA 04 80 02 F8 92 F3
1540338311.349:  AA AA 04 80 02 F8 00 85
1540338311.349:  AA AA 04 80 02 02 D7 A4
1540338311.350:  AA AA 04 80 02 06 A3 D4
1540338311.350:  AA AA 04 80 02 06 58 1F
1540338311.350:  AA AA 04 80 02 06 19 5E
1540338311.350:  AA AA 04 80 02 05 DD 9B
1540338311.351:  AA AA 04 80 02 05 A8 D0
1540338311.351:  AA AA 04 80 02 05 76 02
1540338311.351:  AA AA 04 80 02 F8 00 85
1540338311.351:  AA AA 04 80 02 F8 00 85
1540338311.352:  AA AA 04 80 02 06 D2 A5
1540338311.352:  AA AA 04 80 02 06 7B FC
1540338311.352:  AA AA 04 80 02 06 38 3F
1540338311.352:  AA AA 04 80 02 05 FA 7E
1540338311.352:  AA AA 04 80 02 05 C3 B5
1540338311.352:  AA AA 04 80 02 05 90 E8
1540338311.385:  AA AA 04 80 02 FD 04 7C
1540338311.385:  AA AA 04 80 02 F8 00 85
1540338311.385:  AA AA 04 80 02 FE 66 19
1540338311.385:  AA AA 04 80 02 06 A9 CE
1540338311.386:  AA AA 04 80 02 06 60 17
1540338311.386:  AA AA 04 80 02 06 21 56
1540338311.386:  AA AA 04 80 02 05 E3 95
1540338311.386:  AA AA 04 80 02 05 AB CD
1540338311.386:  AA AA 04 80 02 05 82 F6
1540338311.387:  AA AA 04 80 02 F8 00 85
1540338311.387:  AA AA 04 80 02 F8 00 85
1540338311.387:  AA AA 04 80 02 06 E3 94
1540338311.388:  AA AA 20 02 37 83 18 0F 59 72 03 57 2C 01 60 B5 01 B8 00 01 39 7E 05 D9 F3 03 28 67 03 C1 F9 04 00 05 00 1B
1540338311.388:  AA AA 04 80 02 06 89 EE
1540338311.389:  AA AA 04 80 02 06 45 32
1540338311.390:  AA AA 04 80 02 06 08 6F
1540338311.390:  AA AA 04 80
1540338311.421:  02 05 CE AA
1540338311.421:  AA AA 04 80 02 05 9A DE
1540338311.421:  AA AA 04 80 02 00 6C 11
1540338311.422:  AA AA 04 80 02 F8 00 85
1540338311.422:  AA AA 04 80 02 FB 38 4A
1540338311.422:  AA AA 04 80 02 06 B4 C3
1540338311.422:  AA AA 04 80 02 06 66 11
1540338311.423:  AA AA 04 80 02 06 25 52
1540338311.423:  AA AA 04 80 02 05 E9 8F
1540338311.423:  AA AA 04 80 02 05 B2 C6
1540338311.423:  AA AA 04 80
1540338311.423:  02 05 84 F4
1540338311.424:  AA AA 04 80 02 F8 00 85
1540338311.424:  AA AA 04 80 02 F8 00 85
1540338311.424:  AA AA 04 80 02 06 C8 AF
1540338311.424:  AA AA 04 80 02 06 91 E6
